,Unnamed: 0,genre,artist,song,lyrics
4282,1276,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,"Well, you don't need none of mine"
4283,1277,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,So don't come home a drinkin'
4284,1278,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,With lovin' on your mind.
4285,1280,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,--- Instrumental ---
4286,1282,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,You never take me anywhere
4287,1283,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,Because you're always gone
4288,1284,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,Many a night I've laid awake
4289,1285,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,"And cried dear, all alone."
4290,1287,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,And you come in a kissin' on me
4291,1288,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,It happens every time
4292,1289,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,"No, don't come home a drinkin'"
4293,1290,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,With lovin' on your mind
4294,1292,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,"No, don't come home a drinkin'"
4295,1293,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,With lovin' on your mind
4296,1294,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,Just stay out there on the town
4297,1295,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,And see what you can find.
4298,1297,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,'Cause if you want that kind of love
4299,1298,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,"Well, you don't need none of mine"
4300,1299,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,So don't come home a drinkin'
4301,1300,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,With lovin' on your mind.
4302,1302,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,No don't come home a drinkin'
4303,1303,Country,Loretta Lynn,Don't Come Home A-Drinkin' (With Lovin' on Your Min,With lovin' on your mind...
4304,1305,Country,Patsy Cline,Walkin' After Midnig,I go out walkin' after midnight
4305,1306,Country,Patsy Cline,Walkin' After Midnig,Out in the moonlight
4306,1307,Country,Patsy Cline,Walkin' After Midnig,Just like we used to do
4307,1308,Country,Patsy Cline,Walkin' After Midnig,I'm always walkin' after midnight searchin' for you
4308,1310,Country,Patsy Cline,Walkin' After Midnig,I walk for miles along the highway
4309,1311,Country,Patsy Cline,Walkin' After Midnig,"Well, that's just my way"
4310,1312,Country,Patsy Cline,Walkin' After Midnig,Of sayin' I love you
4311,1313,Country,Patsy Cline,Walkin' After Midnig,"I'm always walkin' after midnight, searchin' for you"
4312,1315,Country,Patsy Cline,Walkin' After Midnig,I stop to see a weepin' willow
4313,1316,Country,Patsy Cline,Walkin' After Midnig,Cryin' on his pillow
4314,1317,Country,Patsy Cline,Walkin' After Midnig,Maybe he's cryin' for me
4315,1319,Country,Patsy Cline,Walkin' After Midnig,And as the skies turn gloomy
4316,1320,Country,Patsy Cline,Walkin' After Midnig,Night winds whisper to me
4317,1321,Country,Patsy Cline,Walkin' After Midnig,I'm lonesome as I can be
4318,1323,Country,Patsy Cline,Walkin' After Midnig,I go out walkin' after midnight
4319,1324,Country,Patsy Cline,Walkin' After Midnig,Out in the star light
4320,1325,Country,Patsy Cline,Walkin' After Midnig,Just hopin' you may be
4321,1326,Country,Patsy Cline,Walkin' After Midnig,"Somewhere a-walkin' after midnight, searchin' for me"
4322,1328,Country,Patsy Cline,Walkin' After Midnig,I stop to see a weepin' willow
4323,1329,Country,Patsy Cline,Walkin' After Midnig,Cryin' on his pillow
4324,1330,Country,Patsy Cline,Walkin' After Midnig,Maybe he's cryin' for me
4325,1332,Country,Patsy Cline,Walkin' After Midnig,And as the skies turn gloomy
4326,1333,Country,Patsy Cline,Walkin' After Midnig,Night winds whisper to me
4327,1334,Country,Patsy Cline,Walkin' After Midnig,I'm lonesome as I can be
4328,1335,Country,Patsy Cline,Walkin' After Midnig,I go out walkin' after midnight
4329,1336,Country,Patsy Cline,Walkin' After Midnig,Out in the moonlight
4330,1337,Country,Patsy Cline,Walkin' After Midnig,Just hopin' you may be
4331,1338,Country,Patsy Cline,Walkin' After Midnig,"Somewhere a-walkin' after midnight, searchin' for me"
4332,1340,Country,Don Gibson,"Oh, Lonesome ",Everybody's going out and having fun
4333,1341,Country,Don Gibson,"Oh, Lonesome ",I'm just a fool for staying home and having none
4334,1342,Country,Don Gibson,"Oh, Lonesome ","I can't get over how she set, set me free"
4335,1343,Country,Don Gibson,"Oh, Lonesome ","Oh, lonesome me"
4336,1345,Country,Don Gibson,"Oh, Lonesome ",A bad mistake I'm making by just hanging round
4337,1346,Country,Don Gibson,"Oh, Lonesome ",I know that I should have some fun and paint the town
4338,1347,Country,Don Gibson,"Oh, Lonesome ",A lovesick fool is blind and just can't see
4339,1348,Country,Don Gibson,"Oh, Lonesome ","Oh, lonesome me"
4340,1350,Country,Don Gibson,"Oh, Lonesome ",I'll bet she's not like me she's out and fancy free
4341,1351,Country,Don Gibson,"Oh, Lonesome ",She's flirtin' with the boys with all her charms
4342,1352,Country,Don Gibson,"Oh, Lonesome ",But I still love her so and brother don't you know
4343,1353,Country,Don Gibson,"Oh, Lonesome ",I'd welcome her right back here in my arms
4344,1355,Country,Don Gibson,"Oh, Lonesome ","Well, there must be some way I can lose these lonesome blues"
4345,1356,Country,Don Gibson,"Oh, Lonesome ",Forget about the past and find somebody new
4346,1357,Country,Don Gibson,"Oh, Lonesome ",I've thought of everything from A to Z
4347,1358,Country,Don Gibson,"Oh, Lonesome ","Oh, lonesome me"
4348,1360,Country,Don Gibson,"Oh, Lonesome ","Well, I'll bet she's not like me"
4349,1361,Country,Don Gibson,"Oh, Lonesome ","Oh, lonesome me, oh, lonesome me"
4350,1363,Country,Ray Price,For the Good Tim,"Don't look so sad, I know it's over"
4351,1364,Country,Ray Price,For the Good Tim,But life goes on and this old world will keep on turning
4352,1365,Country,Ray Price,For the Good Tim,Let's just be glad we had some time to spend together
4353,1366,Country,Ray Price,For the Good Tim,There's no need to watch the bridges that were burning
4354,1368,Country,Ray Price,For the Good Tim,Lay your head upon my pillow
4355,1369,Country,Ray Price,For the Good Tim,Hold your warm and tender body close to mine
4356,1370,Country,Ray Price,For the Good Tim,Hear the whisper of the raindrops blowing soft against the window
4357,1371,Country,Ray Price,For the Good Tim,And make believe you love me one more time for the good times
4358,1373,Country,Ray Price,For the Good Tim,"I'll get along, you'll find another"
4359,1374,Country,Ray Price,For the Good Tim,And I'll be here if you should find you ever need me
4360,1375,Country,Ray Price,For the Good Tim,Don't say a word about tomorrow or forever
4361,1376,Country,Ray Price,For the Good Tim,There'll be time enough for sadness when you leave me
4362,1378,Country,Ray Price,For the Good Tim,Lay your head upon my pillow
4363,1379,Country,Ray Price,For the Good Tim,Hold your warm and tender body close to mine
4364,1380,Country,Ray Price,For the Good Tim,Hear the whisper of the raindrops blowing soft against the window
4365,1381,Country,Ray Price,For the Good Tim,And make believe you love me one more time for the good times
4366,1383,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4367,1384,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
4368,1385,Country,Eddie Rabbitt,I Love A Rainy Nig,I love to hear the thunder
4369,1386,Country,Eddie Rabbitt,I Love A Rainy Nig,Watch the lightning
4370,1387,Country,Eddie Rabbitt,I Love A Rainy Nig,When it lights up the sky
4371,1388,Country,Eddie Rabbitt,I Love A Rainy Nig,You know it makes me feel good
4372,1390,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4373,1391,Country,Eddie Rabbitt,I Love A Rainy Nig,It's such a beautiful sight
4374,1392,Country,Eddie Rabbitt,I Love A Rainy Nig,I love to feel the rain on my face
4375,1393,Country,Eddie Rabbitt,I Love A Rainy Nig,Taste the rain on my lips
4376,1394,Country,Eddie Rabbitt,I Love A Rainy Nig,In the moonlight shadow
4377,1396,Country,Eddie Rabbitt,I Love A Rainy Nig,Showers washed all my cares away
4378,1397,Country,Eddie Rabbitt,I Love A Rainy Nig,I wake up to a sunny day
4379,1399,Country,Eddie Rabbitt,I Love A Rainy Nig,'Cause I love a rainy night
4380,1400,Country,Eddie Rabbitt,I Love A Rainy Nig,"Yeah, I love a rainy night"
4381,1401,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4382,1402,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4383,1403,Country,Eddie Rabbitt,I Love A Rainy Nig,Ooh ooh
4384,1405,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
4385,1406,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
4386,1407,Country,Eddie Rabbitt,I Love A Rainy Nig,I love to hear the thunder
4387,1408,Country,Eddie Rabbitt,I Love A Rainy Nig,Watch the lightning
4388,1409,Country,Eddie Rabbitt,I Love A Rainy Nig,When it lights up the sky
4389,1410,Country,Eddie Rabbitt,I Love A Rainy Nig,You know it makes me feel good
4390,1412,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4391,1413,Country,Eddie Rabbitt,I Love A Rainy Nig,It's such a beautiful sight
4392,1414,Country,Eddie Rabbitt,I Love A Rainy Nig,I love to feel the rain on my face
4393,1415,Country,Eddie Rabbitt,I Love A Rainy Nig,To taste the rain on my lips
4394,1416,Country,Eddie Rabbitt,I Love A Rainy Nig,In the moonlight shadows
4395,1418,Country,Eddie Rabbitt,I Love A Rainy Nig,Puts a song in this heart of mine
4396,1419,Country,Eddie Rabbitt,I Love A Rainy Nig,Puts a smile on my face every time
4397,1421,Country,Eddie Rabbitt,I Love A Rainy Nig,'Cause I love a rainy night
4398,1422,Country,Eddie Rabbitt,I Love A Rainy Nig,"Yeah, I love a rainy night"
4399,1423,Country,Eddie Rabbitt,I Love A Rainy Nig,"Ooh, I love a rainy night"
4400,1424,Country,Eddie Rabbitt,I Love A Rainy Nig,"Yeah, I love a rainy night"
4401,1425,Country,Eddie Rabbitt,I Love A Rainy Nig,Ooh ooh
4402,1427,Country,Eddie Rabbitt,I Love A Rainy Nig,Showers washed all my cares away
4403,1428,Country,Eddie Rabbitt,I Love A Rainy Nig,I wake up to a sunny day
4404,1430,Country,Eddie Rabbitt,I Love A Rainy Nig,'Cause I love a rainy night
4405,1431,Country,Eddie Rabbitt,I Love A Rainy Nig,"Yeah, I love a rainy night"
4406,1432,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4407,1433,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
4408,1435,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4409,1436,Country,Eddie Rabbitt,I Love A Rainy Nig,You can see it in my eyes
4410,1437,Country,Eddie Rabbitt,I Love A Rainy Nig,"Yeah, I love a rainy night"
4411,1438,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, it makes me high"
4412,1440,Country,Eddie Rabbitt,I Love A Rainy Nig,"Ooh, I love a rainy night"
4413,1441,Country,Eddie Rabbitt,I Love A Rainy Nig,"You know I do, yeah, yeah"
4414,1442,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
4415,1444,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
4416,1445,Country,Eddie Rabbitt,I Love A Rainy Nig,You can see it in my eyes
4417,1446,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
4418,1447,Country,Eddie Rabbitt,I Love A Rainy Nig,Makes me high
4419,1448,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4420,1449,Country,Eddie Rabbitt,I Love A Rainy Nig,And I love you too
4421,1451,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4422,1452,Country,Eddie Rabbitt,I Love A Rainy Nig,"Yeah, I love a rainy night"
4423,1453,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
4424,1454,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
4425,1456,Country,The Oak Ridge Boys,Elvi,"Elvira, Elvira"
4426,1457,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
4427,1459,Country,The Oak Ridge Boys,Elvi,"Eyes that look like heaven, lips like sherry wine"
4428,1460,Country,The Oak Ridge Boys,Elvi,That girl can sure enough make my little light shine
4429,1461,Country,The Oak Ridge Boys,Elvi,"I get a funny feelin', up and down my spine"
4430,1462,Country,The Oak Ridge Boys,Elvi,'Cause I know that my Elvira's mine
4431,1464,Country,The Oak Ridge Boys,Elvi,"So I'm singin', Elvira, Elvira"
4432,1465,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
4433,1466,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow"
4434,1467,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow, heigh-ho Silver, away"
4435,1469,Country,The Oak Ridge Boys,Elvi,"Tonight I'm gonna meet her, at the Hungry House Cafe"
4436,1470,Country,The Oak Ridge Boys,Elvi,"And I'm gonna give her all the love I can, yes I am"
4437,1471,Country,The Oak Ridge Boys,Elvi,"She's gonna jump and holler, 'cause I've saved up my last two dollars"
4438,1472,Country,The Oak Ridge Boys,Elvi,We're gonna search and find that preacher man
4439,1474,Country,The Oak Ridge Boys,Elvi,"Now I'm a singin' Elvira, Elvira"
4440,1475,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
4441,1476,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow"
4442,1477,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow, heigh-ho Silver, away"
4443,1479,Country,The Oak Ridge Boys,Elvi,"Elvira, Elvira"
4444,1480,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
4445,1481,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow"
4446,1482,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow, heigh-ho Silver, away"
4447,1484,Country,The Oak Ridge Boys,Elvi,"Elvira, Elvira"
4448,1485,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
4449,1486,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow"
4450,1487,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow, heigh-ho Silver, away"
4451,1489,Country,The Oak Ridge Boys,Elvi,"Elvira, Elvira"
4452,1490,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
4453,1492,Country,George Jones,The Grand To,"Step right up, come on in"
4454,1493,Country,George Jones,The Grand To,If you'd like to take the grand tour
4455,1494,Country,George Jones,The Grand To,Of a lonely house that once was home sweet home
4456,1495,Country,George Jones,The Grand To,"I have nothing here to sell you,"
4457,1496,Country,George Jones,The Grand To,Just some things that I will tell you
4458,1497,Country,George Jones,The Grand To,Some things I know will chill you to the bone.
4459,1499,Country,George Jones,The Grand To,"Over there, sits the chair"
